dcterms:media,dcterms:subject,Expected
B-1_Arquin_007_0215.jpg,"buildings (structures), arches, windows, architectural scultpure",4
B-1_Arquin_007_0216.jpg,"buildings (structures), arches, windows, architectural scultpure, anonymous people",5
B-1_Arquin_007_0217.jpg,"buildings (structures), arches, windows, architectural scultpure, anonymous people",5
B-1_Arquin_007_0218.jpg,"city halls, buildings (structures), arches, engaged columns, anonymous people",5
B-1_Arquin_007_0219.jpg,"fountains, scultpure (visual works), ceramic tile, buildings (structures), city halls, anonymous people",6
B-1_Arquin_007_0224.jpg,"art house cinemas (buildings), buildings (structures), anonymous people, signs (declatory or advertising artifacts), windows",5
B-1_Arquin_007_0225.jpg,"buildings (structures), anonymous people, signs (declatory or advertising artifacts), windows",4
B-1_Arquin_007_0227.jpg,"streetcars, anonymous people, buildings (structures), trees, traffic signals",5
B-1_Arquin_007_0234.jpg,"marketplaces, signs (declatory or advertising artifacts), anonymous people, horses (species)",4
B-1_Arquin_007_0238.jpg,"marketplaces, anonymous people, horses (species), buildings (structures)",4
B-1_Arquin_007_0239.jpg,"buildings (structures), signs (declatory or advertising artifacts), anonymous people, horses (species), automobiles",5
B-1_Arquin_007_0244.jpg,"buildings (structures), anonymous people, roofs, windows",4
B-1_Arquin_007_0245.jpg,"buildings (structures), windows, seaports, clouds",4
B-1_Arquin_007_0246.jpg,"buildings (structures), windows, arches, clouds",4
B-1_Arquin_007_0247.jpg,"buildings (structures), windows, arches, clouds, anonymous people",5
B-1_Arquin_007_0248.jpg,"buildings (structures), windows, arches, clouds, anonymous people",5
B-1_Arquin_007_0249.jpg,"theaters (buildings), buildings (structures), arches, trees, windows",5
B-1_Arquin_007_0251.jpg,"historic monuments, sculpture (visual works), trees",3
B-1_Arquin_007_0252.jpg,"historic monuments, sculpture (visual works), trees, stairs, buildings (structures)",5
B-1_Arquin_007_0253.jpg,"buildings (structures), trees, clouds, windows, barracks",5
B-1_Arquin_007_0254.jpg,"buildings (structures), trees, clouds, windows, engaged columns, ",6
B-1_Arquin_007_0255.jpg,"buildings (structures), clouds, windows, engaged columns, anonymous people",5
B-1_Arquin_007_0256.jpg,"buildings (structures), clouds, windows, anonymous people, barracks, horses (species)",6
B-1_Arquin_007_0257.jpg,"hospitals (institutions, health facility), buildings (structures), signs (declatory or advertising artifacts), anonymous people",5
B-1_Arquin_007_0258.jpg,"art schools (institutions), buildings (structures), windows",3
B-1_Arquin_007_0259.jpg,"art schools (institutions), buildings (structures), windows",3
B-1_Arquin_007_0260.jpg,"buildings (structures), cathedrals (works by context), trees, anonymous people",4
B-1_Arquin_007_0261.jpg,"buildings (structures), automobiles, arches, windows",4
B-1_Arquin_007_0262.jpg,"ceramic tile, arches, windows, buildings (structures), trees, anonymous people",6
B-1_Arquin_007_0263.jpg,"ceramic tile, arches, windows, buildings (structures), trees",5
B-1_Arquin_007_0265.jpg,"gateways, anonymous people, buildings (structures)",3
B-1_Arquin_007_0266.jpg,"buildings (structures), horse racetracks, trees",3
B-1_Arquin_007_0267.jpg,"buildings (structures), horse racetracks, trees, sculpture (visual works)",4
B-1_Arquin_007_0297.jpg,"rivers, buildings (structures), trees, boats",4
B-1_Arquin_007_0299.jpg,"rivers, buildings (structures), boats",3
B-1_Arquin_007_0301.jpg,"rivers, buildings (structures), trees, automobiles",4
B-1_Arquin_007_0304.jpg,"roofs, buildings (structures), churches (building), church towers, windows",5
B-1_Arquin_007_0307.jpg,"buildings (structures), churches (building), church towers, windows, arches, anonymous people",6
B-1_Arquin_007_0309.jpg,"buildings (structures), arches, windows, trees, stairs, anonymous people",6
B-1_Arquin_007_0313.jpg,"buildings (structures), windows, anonymous people, houses, arches",5
B-1_Arquin_007_0315.jpg,"buildings (structures), anonymous people, horses (species), arches",4
B-1_Arquin_007_0320.jpg,"boats, anonymous people, buildings (structures), automobiles",4
B-1_Arquin_007_0324.jpg,"buildings (structures), anonymous people, automobiles",3
B-1_Arquin_007_0327.jpg,"churches (building), crosses (visual works), buildings (structures)",3
B-1_Arquin_007_0329.jpg,"cathedrals (works by context), buildings (structures), crosses (visual works), anonymous people",4
B-1_Arquin_007_0330.jpg,"buildings (structures), arches, anonymous people, trees, windows",5
B-1_Arquin_007_0334.jpg,"buildings (structures), windows",2
B-1_Arquin_007_0335.jpg,"buildings (structures), windows, trees, arches",4
B-1_Arquin_007_0337.jpg,"residences, buildings (structures), windows, barrier wall",4
B-1_Arquin_007_0338.jpg,"residences, buildings (structures), windows, barrier wall, trees, anonymous people",6
B-1_Arquin_007_0340.jpg,"rafts, beaches, anonymous people, buildings (structures), trees, clouds",6
B-1_Arquin_007_0342.jpg,"houses, buildings (structures), anonymous people, trees, clouds",5
B-1_Arquin_007_0344.jpg,"houses, buildings (structures), anonymous people, trees, clouds",5
B-1_Arquin_007_0345.jpg,"houses, buildings (structures), anonymous people, trees, clouds, roofs, barrier wall",7
B-1_Arquin_007_0346.jpg,"houses, buildings (structures), beaches, trees, clouds",5
B-1_Arquin_007_0347.jpg,"sugar mills, buildings (structures), clouds, trees",4
B-1_Arquin_007_0348.jpg,"flatcars, sugar mills, buildings (structures), clouds, trees",5
B-1_Arquin_007_0349.jpg,"sugar mills, buildings (structures), clouds, trees, flatcars",5
B-1_Arquin_007_0350.jpg,"sugar mills, buildings (structures), clouds, trees, flatcars",5
B-1_Arquin_007_0356.jpg,"sugarcane (material), clouds",2
B-1_Arquin_007_0359.jpg,"sugarcane (material), clouds, horses (species), anonymous people, trees",5
B-1_Arquin_007_0362.jpg,"sugarcane (material), clouds, horses (species), anonymous people, trees, automobiles",6
B-1_Arquin_007_0363.jpg,"sugarcane (material), clouds, anonymous people, flatcars",4
B-1_Arquin_007_0364.jpg,"sugar mills, buildings (structures), clouds, trees, houses",5
B-1_Arquin_007_0367.jpg,"bays (bodies of water), mountains, clouds, trees",4
B-1_Arquin_007_0368.jpg,"bays (bodies of water), mountains, clouds, trees, buildings (structures) ",5
B-1_Arquin_008_0369.jpg,"cities, buildings (structures), vegetation, mountains, bodies of water (natural), coastlines",6
B-1_Arquin_008_0369a.jpg,"cities, buildings (structures), vegetation, mountains, bodies of water (natural), coastlines",6
B-1_Arquin_008_0370.jpg,"cities, buildings (structures), vegetation, mountains, bodies of water (natural), coastlines",6
B-1_Arquin_008_0371.jpg,"cities, vegetation, mountains, bodies of water (natural), coastlines, skylines",6
B-1_Arquin_008_0372.jpg,"cities, vegetation, mountains, bodies of water (natural), coastlines",5
B-1_Arquin_008_0373.jpg,"cities, buildings (structures), vegetation, mountains, bodies of water (natural), coastlines, vegetation",7
B-1_Arquin_008_0376.jpg,"cities, buildings (structures), bodies of water (natural), skylines, ships, trees",6
B-1_Arquin_008_0378.jpg,"cities, buildings (structures), trees, streets, skylines, skyscrapers, downtowns",7
B-1_Arquin_008_0379.jpg,"buildings (structures), trees, streets, skylines, skyscrapers, hills, avenues",7
B-1_Arquin_008_0380.jpg,"buildings (structures), trees, churches (buildings), residential districts",4
B-1_Arquin_008_0381.jpg,"buildings (structures), bodies of water (natural), business districts, mountains, skyscrapers",5
B-1_Arquin_008_0382.jpg,"buildings (structures), business districts, bodies of water (natural), downtowns, skyscrapers",5
B-1_Arquin_008_0383.jpg,"streets, buildings (structures), business districts, bodies of water (natural), downtowns, skyscrapers",6
B-1_Arquin_008_0384.jpg,"waterfronts, trees, squares (open spaces), plazas (squares), allées",5
B-1_Arquin_008_0385.jpg,"waterfronts, beaches, bays (bodies of water), anonymous people, sailboats, seas",6
B-1_Arquin_008_0386.jpg,"beaches, bays (bodies of water), anonymous people, sailboats, seas, mountains",6
B-1_Arquin_008_0387.jpg,"bays (bodies of water), sailboats, seas, mountains, buildings (structures), skylines",6
B-1_Arquin_008_0392.jpg,"trees, squares (open spaces), plazas (squares), allées, bushes, gazebos",6
B-1_Arquin_008_0393.jpg,"trees, squares (open spaces), plazas (squares), allées, bushes, buildings (structures), apartment houses",7
B-1_Arquin_008_0394.jpg,"streets, trees, pedestrians, buildings (structures), public buildings (governmental buildings), downtowns, architectural sculpture",7
B-1_Arquin_008_0395.jpg,"monuments, statues, trees, historical figures",4
B-1_Arquin_008_0396.jpg,"monuments, statues, trees, historical figures, architectural sculpture",5
B-1_Arquin_008_0397.jpg,"streets, pedestrians, streetcars, trees, buildings (structures), sidewalks",6
B-1_Arquin_008_0399.jpg,"entrances, cable car, cable railroads, pedestrians, streets",5
B-1_Arquin_008_0403.jpg,"monuments, statues, trees, historical figures, architectural sculpture, squares (open spaces)",6
B-1_Arquin_008_0404.jpg,"streets, sidewalks, pedestrians, trees, automobiles, buildings (structures), downtowns",7
B-1_Arquin_008_0405.jpg,"buildings (structures), streets, theaters (buildings), architectural sculpture",4
B-1_Arquin_008_0406.jpg,"streets, sidewalks, trees, pedestrians, national libraries (buildings), national libraries (institutions)",6
B-1_Arquin_008_0407.jpg,"national libraries (buildings), national libraries (institutions), doors, bronze (metal), entrances",5
B-1_Arquin_008_0408.jpg,"buildings (structures), streets, pedestrians, news agencies, automobiles",5
B-1_Arquin_008_0409.jpg,"ministries (governmental bodies), ministries (government building), buildings (structures), education",4
B-1_Arquin_008_0410.jpg,"ministries (governmental bodies), ministries (government building), buildings (structures), education, roof gardens, roofs, garden statues",7
B-1_Arquin_008_0412.jpg,"streets, pedestrians, sidewalks, downtowns, buildings (structures), newsstands, mosaics (visual works)",7
B-1_Arquin_008_0414.jpg,"streets, pedestrians, automobiles, buildings (structures), façades",5
B-1_Arquin_008_0415.jpg,"streets, pedestrians, alleys (streets), stores (built works), buildings (structures)",5
B-1_Arquin_008_0417.jpg,"downtowns, streets, automobiles, office buildings, buildings (structures)",5
B-1_Arquin_008_0418.jpg,"downtowns, streets, pedestrians, sidewalks, office buildings, apartment houses",6
B-1_Arquin_008_0419.jpg,"buildings (structures), interior spaces (spaces by location), entrances, stairs, spiral stairs",5
B-1_Arquin_008_0420.jpg,"streets, pedestrians, streetcars, buildings (structures), ministries (government building), ministries (governmental bodies)",6
B-1_Arquin_008_0421.jpg,"streets, streetcars, pedestrians, buildings (structures)",4
B-1_Arquin_008_0422.jpg,"streets, pedestrians, buildings (structures), ministries (government building), ministries (governmental bodies), sidewalk, gardens (open spaces)",7
B-1_Arquin_008_0423.jpg,"streets, buildings (structures), ministries (government building), ministries (governmental bodies), gardens (open spaces), residences, palaces",7
B-1_Arquin_008_0424.jpg,"buildings (structures), gardens (open spaces), pavilions (subsidiary buildings), trees, convention centers, palaces",6
B-1_Arquin_008_0425.jpg,"downtowns, streets, pedestrians, sidewalks, buildings (structures), automobiles",6
B-1_Arquin_008_0427.jpg,"downtowns, streets, pedestrians, sidewalks, buildings (structures), grocery stores (built works), storefronts",7
B-1_Arquin_008_0428.jpg,"downtowns, streets, pedestrians, sidewalks, buildings (structures), storefronts, façades, balconies",8
B-1_Arquin_008_0429.jpg,"downtowns, buildings (structures), streets, alleys (streets), sidewalks",5
B-1_Arquin_008_0430.jpg,"streets, history museums (institutions), history museums (buildings), buildings (structures), architectural sculpture",5
B-1_Arquin_008_0431.jpg,"bodies of water (natural), waterfronts, waterfront spaces, boats, docks (general waterside structures), buildings (structures)",6
B-1_Arquin_008_0436.jpg,"buildings (structures), departments (political divisions), farming (activity or system), agriculture (discipline), hunting, fishing",6
B-1_Arquin_008_0438.jpg,"streets, fishing, fish (animals), fishermen (people), street vendors",5
B-1_Arquin_008_0439.jpg,"streets, fishing, fish (animals), fishermen (people), street vendors, anonymous people, docks (general waterside structures)",7
B-1_Arquin_008_0442.jpg,"marketplaces, anonymous people, trees, streets, pedestrians",5
B-1_Arquin_008_0448.jpg,"streets, automobiles, pedestrian, churches (buildings), buildings (structures), church towers, architectural sculpture",7
B-1_Arquin_008_0449.jpg,"churches (buildings), altars (religious fixtures), altarpieces, stained glass (visual works), altar components",5
B-1_Arquin_008_0450.jpg,"churches (buildings), arch, dome or vault components, domes (architectural elements), pendentive domes, pendentives, paintings (visual works)",7
B-1_Arquin_008_0451.jpg,"churches (buildings), arch, dome or vault components, vaults (structural elements), ceiling ornament",5
B-1_Arquin_008_0452.jpg,"churches (buildings), monasteries (institutions), façades, church towers, belfries (spaces), pediments, portals",7
B-1_Arquin_008_0453.jpg,"churches (buildings), altars (religious fixtures), altarpieces, altar components, statues",5
B-1_Arquin_008_0454.jpg,"streets, churches (buildings), façades, church towers, architectural sculpture",5
B-1_Arquin_008_0455.jpg,"churches (buildings), altars (religious fixtures), altarpieces, altar components, statues, ornaments (object genre)",6
B-1_Arquin_008_0473.jpg,"buildings (structures), Colonial Latin American architecture styles, façades, streets, squares (open spaces)",5
B-1_Arquin_008_0481.jpg,"beaches, piers (marine landings), sand areas, Cocos nucifera (species), bodies of water (natural)",5
B-1_Arquin_008_0482.jpg,"sunset, cities, skylines, buildings (structures), piers (marine landings), coastlines, downtowns",7
B-1_Arquin_008_0489.jpg,"buildings (structures), forts, military buildings, grasses (plants)",4
B-2_Arquin_008_0001.jpg,"streets, sidewalks, pedestrians, streetcars, façades, buildings (structures)",6
B-2_Arquin_008_0002.jpg,"streets, pedestrians, costume (mode of fashion), trees, allées, downtowns",6
B-2_Arquin_008_0003.jpg,"streets, buildings (structures), cities, warehouses, façades, trees",6
B-2_Arquin_008_0004.jpg,"cable car, cable railroads, cities, light rail transit",4
B-2_Arquin_008_0005.jpg,"institutes (organizations), institutes (buildings), buildings (structures), courts (built works)",4
B-2_Arquin_008_0037.jpg,"cities, streets, pedestrians, buildings (structures), walkways",5
B-2_Arquin_008_0039.jpg,"streets, buildings (structures), pedestrians, clock towers (towers), squares (open spaces), architectural sculpture, municipal buildings",7
B-2_Arquin_008_0040.jpg,"streets, buildings (structures), pedestrians, clock towers (towers), squares (open spaces), architectural sculpture, city halls",7
B-2_Arquin_008_0041.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), architectural sculpture, public libraries (institutions), public libraries (buildings)",7
B-2_Arquin_008_0042.jpg,"driveways, palaces, automobiles, squares (open spaces), architectural sculpture, façades, buildings (structures)",7
B-2_Arquin_008_0043.jpg,"plazas (squares), streets, streetcars, buildings (structures), pedestrians",5
B-2_Arquin_008_0044.jpg,"plazas (squares), streets, buildings (structures), pedestrians, streetcar systems",5
B-2_Arquin_008_0045.jpg,"plazas (squares), streets, buildings (structures), theaters (buildings), façades",5
B-2_Arquin_008_0046.jpg,"alleys (streets), pedestrians, streets, business districts, buildings (structures)",5
B-2_Arquin_008_0047.jpg,"plaza (squares), streets, pedestrians, streetcars, buildings (structures), façades",6
B-2_Arquin_008_0049.jpg,"wayside shrines, streets, wayside crosses, buildings (structures)",4
B-2_Arquin_008_0050.jpg,"buildings (structures), residences, façades, pedestrians, communal housing",5
B-2_Arquin_008_0052.jpg,"streets, buildings (structures), firefighters, firefighting equipment, fire ladder",5
B-2_Arquin_008_0053.jpg,"streets, buildings (structures), firefighters, firefighting equipment, fire ladder",5
B-2_Arquin_008_0055.jpg,"streets, residences, houses, façades, middle class",5
B-2_Arquin_008_0056.jpg,"streets, residences, houses, Colonial Latin American styles",4
B-2_Arquin_008_0057.jpg,"residences, houses, façades, tile work (visual works)",4
B-2_Arquin_008_0058.jpg,"residences, houses, façades, tile work (visual works)",4
B-2_Arquin_008_0059.jpg,"portals, doorways, architectural sculpture",3
B-2_Arquin_008_0060.jpg,"official residences, governors (public officers), façades, architectural sculpture",4
B-2_Arquin_008_0061.jpg,"churches (buildings), façades, church towers, bell towers, pediments, crosses (visual works), eighteenth century (dates CE)",7
B-2_Arquin_008_0062.jpg,"palaces, archbishops, architectural sculpture, façades, eighteenth century (dates CE)",5
B-2_Arquin_008_0063.jpg,"palaces, archbishops, architectural sculpture, portals, doorways",5
B-2_Arquin_008_0064.jpg,"archbishops, architectural sculpture, residences, suburbs",4
B-2_Arquin_008_0065.jpg,"universities (buildings), medical schools (buildings), medical schools (institutions), universities (institutions), façades",5
B-2_Arquin_008_0066.jpg,"universities (buildings), medical schools (buildings), stairs, courtyards",4
B-2_Arquin_008_0067.jpg,"houses, residences, courtyards, balconies, nineteenth century (dates CE), upper class",6
B-2_Arquin_008_0068.jpg,"houses, residences, balconies, cast iron, nineteenth century (dates CE)",5
B-2_Arquin_008_0069.jpg,"houses, residences, upper class, gates, streets",5
B-2_Arquin_008_0070.jpg,"streets, residences, façades, houses, apartment houses, upper class",6
B-2_Arquin_008_0140.jpg,"churches (buildings), façades, church towers, portals, pediments",5
B-2_Arquin_008_0141.jpg,"churches (buildings), façades, church towers, portals, pediments",5
B-2_Arquin_008_0147.jpg,"cathedrals (works by context), churches (institutions), façades, church towers, belfries (spaces), architectural sculpture",6
B-2_Arquin_008_0148.jpg,"cathedrals (works by context), churches (institutions), façades, church towers, belfries (spaces), architectural sculpture, portals",7
B-2_Arquin_008_0149.jpg,"cathedrals (works by context), churches (institutions), façades, church towers, belfries (spaces), architectural sculpture",6
B-2_Arquin_008_0150.jpg,"cathedrals (works by context), churches (institutions), façades, church towers, belfries (spaces), architectural sculpture, ceramic (material), statues",8
B-2_Arquin_008_0151.jpg,"cathedrals (works by context), churches (institutions), church towers, exterior walls",4
B-2_Arquin_008_0152.jpg,"cathedrals (works by context), churches (institutions), church towers, exterior walls, entrances",5
B-2_Arquin_008_0153.jpg,"cathedrals (works by context), churches (institutions), church towers, waterspouts",4
B-2_Arquin_008_0154.jpg,"monasteries (built complexes), portals, architectural sculpture, façades",4
B-2_Arquin_008_0155.jpg,"monasteries (built complexes), architectural sculpture, façades, statues",4
B-2_Arquin_008_0156.jpg,"monasteries (built complexes), portals, architectural sculpture, façades, entrances, belfries (spaces)",6
B-2_Arquin_008_0157.jpg,"monasteries (built complexes), architectural sculpture, façades, pediments, façade components",5
B-2_Arquin_008_0158.jpg,"monasteries (built complexes), architectural sculpture, façades, pediments, façade components",5
B-2_Arquin_008_0159.jpg,"churches (buildings), façades, church towers",3
B-2_Arquin_008_0160.jpg,"churches (buildings), façades, church towers, belfries (spaces), portals",5
B-2_Arquin_008_0161.jpg,"churches (buildings), façades, church towers, belfries (spaces), portals",5
B-2_Arquin_008_0162.jpg,"churches (buildings), façades, church towers, belfries (spaces), pediments",5
B-2_Arquin_008_0163.jpg,"churches (buildings), façades, church towers, seminaries (buildings)",4
B-2_Arquin_008_0164.jpg,"churches (buildings), façades, church towers, seminaries (buildings), entrances",5
B-2_Arquin_008_0165.jpg,"churches (buildings), façades, church towers, belfries (spaces), pediments, architectural sculpture",6
B-2_Arquin_008_0166.jpg,"churches (buildings), façades, church towers, pediments, architectural sculpture, crosses (visual works)",6
B-2_Arquin_008_0167.jpg,"churches (buildings), façades, church towers, pediments, architectural sculpture, crosses (visual works), belfries (spaces)",7
B-2_Arquin_008_0168.jpg,"churches (buildings), façades, architectural ornament, doorways",4
B-2_Arquin_008_0169.jpg,"churches (buildings), façades, architectural ornament, doorways",4
B-2_Arquin_008_0170.jpg,"churches (buildings), façades, architectural ornament, doorways",4
B-2_Arquin_008_0171.jpg,"churches (buildings), façades, architectural ornament, plaster (composite coating)",4
B-2_Arquin_008_0177.jpg,"gates, statues, entrances, sanctuaries (religious building spaces)",4
B-2_Arquin_008_0178.jpg,"gates, statues, entrances, sanctuaries (religious building spaces), stairs",5
B-2_Arquin_008_0179.jpg,"sanctuaries (religious building spaces), statues, stairs, back views",4
B-2_Arquin_008_0180.jpg,"sanctuaries (religious building spaces), statues, sanctuaries (religious building spaces), stairs",4
B-2_Arquin_008_0181.jpg,"sanctuaries (religious building spaces), statues, stairs, back views",4
B-2_Arquin_008_0182.jpg,"churches (buildings), portals, doorway components, sanctuaries (religious building spaces), architectural ornament",5
B-2_Arquin_008_0183.jpg,"buildings (structures), atriums (church courtyards), administration buildings, sanctuaries (religious building spaces), statues",5
B-2_Arquin_008_0184.jpg,"sanctuaries (religious building spaces), statues, heads (representations)",3
B-2_Arquin_008_0185.jpg,"sanctuaries (religious building spaces), statues, heads (representations)",3
B-2_Arquin_008_0186.jpg,"sanctuaries (religious building spaces), statues, heads (representations)",3
B-2_Arquin_008_0187.jpg,"administration buildings, sanctuaries (religious building spaces), portals, architectural ornament",4
B-2_Arquin_008_0188.jpg,"administration buildings, sanctuaries (religious building spaces), portals, architectural ornament",4
B-2_Arquin_008_0189.jpg,"churches (buildings), altars (religious fixtures), altarpieces, wall ornament, crucifixes",5
B-2_Arquin_008_0190.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0191.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0192.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0193.jpg,"polychrome, sculpture (visual works), angels (spirits), statuettes (free-standing sculpture)",4
B-2_Arquin_008_0194.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0195.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0204.jpg,"churches (buildings), high altars, side altars, altarpieces, wall ornament, statuettes (free-standing sculpture), ceiling paintings",7
B-2_Arquin_008_0205.jpg,"apses, ceiling ornament, ceiling paintings",3
B-2_Arquin_008_0208.jpg,"sculpture (visual works), statuettes (free-standing sculpture), legendary beings",3
B-2_Arquin_008_0209.jpg,"sculpture (visual works), statuettes (free-standing sculpture), legendary beings",3
B-2_Arquin_008_0210.jpg,"sculpture (visual works), statuettes (free-standing sculpture), legendary beings",3
B-2_Arquin_008_0211.jpg,"sculpture (visual works), statuettes (free-standing sculpture), legendary beings",3
B-2_Arquin_008_0212.jpg,"sculpture (visual works), statuettes (free-standing sculpture), legendary beings",3
B-2_Arquin_008_0214.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0215.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0216.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0217.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0218.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0219.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0220.jpg,"sculpture (visual works), statuettes (free-standing sculpture), religious characters",3
B-2_Arquin_008_0221.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0222.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0223.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0224.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0225.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0226.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, damage (condition)",5
B-2_Arquin_008_0227.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, damage (condition), putti (motifs)",6
B-2_Arquin_008_0228.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0229.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, cartouches (ornament)",5
B-2_Arquin_008_0230.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, cartouches (ornament)",5
B-2_Arquin_008_0231.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0232.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0233.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0234.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters",4
B-2_Arquin_008_0235.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, detail views",5
B-2_Arquin_008_0236.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, detail views",5
B-2_Arquin_008_0237.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, detail views",5
B-2_Arquin_008_0238.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, detail views",5
B-2_Arquin_008_0239.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, detail views",5
B-2_Arquin_008_0240.jpg,"polychrome, sculpture (visual works), statuettes (free-standing sculpture), religious characters, detail views",5
B-2_Arquin_008_0243.jpg,"monasteries (built complexes), façades, architectural ornament",3
B-2_Arquin_008_0245.jpg,"monasteries (built complexes), high altars, altarpieces, wall ornament, statuettes (free-standing sculpture)",5
B-2_Arquin_008_0246.jpg,"monasteries (built complexes), high altars, altarpieces, wall ornament, statuettes (free-standing sculpture)",5
B-2_Arquin_008_0247.jpg,"monasteries (built complexes), high altars, altarpieces, statuettes (free-standing sculpture)",4
B-2_Arquin_008_0248.jpg,"monasteries (built complexes), sacristies (religious spaces), paintings (visual works), figures (representations)",4
B-2_Arquin_008_0249.jpg,"churches (buildings), crosses (visual works), convents (built complexes), trees",4
B-2_Arquin_008_0250.jpg,"churches (buildings), façades, church towers, portals, architectural sculpture, architectural ornament",6
B-2_Arquin_008_0251.jpg,"churches (buildings), façades, pediments, windows, architectural sculpture, architectural ornament",6
B-2_Arquin_008_0252.jpg,"convents (built complexes), crosses (visual works), doorways",3
B-2_Arquin_008_0259.jpg,"cathedrals (works by context), façades, church towers, architectural sculpture, architectural ornament",5
B-2_Arquin_008_0260.jpg,"cathedrals (works by context), façades, architectural sculpture, architectural ornament, portals, doorways",6
B-2_Arquin_008_0263.jpg,"churches (buildings), façades, portals, church towers, belfries (spaces)",5
B-2_Arquin_008_0268.jpg,"chapels (rooms or structures), side altars, altarpieces, figurines, architectural ornament, religious characters",6
B-2_Arquin_008_0269.jpg,"chapels (rooms or structures), altars (religious fixtures), altarpieces, figurines, architectural ornament, religious characters",6
B-2_Arquin_008_0271.jpg,"chapels (rooms or structures), architectural ornament, portals, architectural sculpture, windows",5
B-2_Arquin_008_0272.jpg,"chapels (rooms or structures), architectural ornament, architectural sculpture",3
B-2_Arquin_008_0274.jpg,"churches (buildings), façades, church towers, belfries (spaces), portals, windows, architectural ornament",7
B-2_Arquin_008_0275.jpg,"churches (buildings), façades, church towers, portals, architectural ornament",5
B-2_Arquin_008_0276.jpg,"churches (buildings), façades, church towers, belfries (spaces), portals, windows, architectural ornament",7
B-2_Arquin_008_0277.jpg,"churches (buildings), façades, church towers, belfries (spaces), pediments, architectural ornament",6
B-2_Arquin_008_0278.jpg,"churches (buildings), church towers, belfries (spaces), architectural ornament",4
B-2_Arquin_008_0279.jpg,"churches (buildings), church towers, belfries (spaces), architectural ornament",4
B-2_Arquin_008_0280.jpg,"churches (buildings), church towers, windows, trees, arches, exterior walls",6
B-2_Arquin_008_0281.jpg,"gates, cemeteries, entrances, gate components",4
B-2_Arquin_008_0282.jpg,"churches (buildings), pulpits, carving (processes), figurines",4
B-2_Arquin_008_0283.jpg,"churches (buildings), pulpits, carving (processes), figurines",4
B-2_Arquin_008_0284.jpg,"churches (buildings), pulpits, carving (processes), figurines",4
B-2_Arquin_008_0285.jpg,"sacristies (religious spaces), lavaboes (sinks), carving (processes), figurines, religious characters",5
B-2_Arquin_008_0286.jpg,"churches (buildings), façades, church towers, belfries (spaces), architectural ornament",5
B-2_Arquin_008_0287.jpg,"churches (buildings), façades, church towers, belfries (spaces), architectural ornament, portals",6
